_id,ltable_id,rtable_id,label,ltable_nama,ltable_url,ltable_harga,rtable_nama,rtable_url,rtable_harga
10,245,146,0,Ulanzi UURig C-M6 Camera Cage For Canon EOS M6 Mark II,https://galaxycamera.id/en/ulanzi-uurig-c-m6-camera-cage-for-canon-eos-m6-mark-ii.html,"Rp599.000,00",Canon Battery Grip BG-E16 for EOS 7D Mark II,https://www.tokocamzone.com/Canon-Battery-Grip-BG-E16-for-EOS-7D-Mark-II%20?search=kamera&page=2&limit=100,"Rp. 4,063,000"
11,431,146,0,Canon EOS 7D Mark II Kit EF-S 18-135mm IS STM,https://galaxycamera.id/en/canon-eos-7d-mark-ii-18-135mm.html,"Rp30.455.000,00",Canon Battery Grip BG-E16 for EOS 7D Mark II,https://www.tokocamzone.com/Canon-Battery-Grip-BG-E16-for-EOS-7D-Mark-II%20?search=kamera&page=2&limit=100,"Rp. 4,063,000"
12,541,146,0,Canon EOS 7D Mark II Body,https://galaxycamera.id/en/canon-eos-7d-mark-ii-body.html,"Rp24.320.000,00",Canon Battery Grip BG-E16 for EOS 7D Mark II,https://www.tokocamzone.com/Canon-Battery-Grip-BG-E16-for-EOS-7D-Mark-II%20?search=kamera&page=2&limit=100,"Rp. 4,063,000"
13,428,148,0,Canon EOS 5D Mark IV 24-105mm L,https://galaxycamera.id/en/canon-eos-5d-mark-iv-24-105mm-l.html,"Rp62.490.000,00",Canon Battery Grip BG-E20 for EOS 5D Mark IV,https://www.tokocamzone.com/Canon-BG-E20?search=kamera&page=2&limit=100,"Rp. 4,806,000"
14,429,148,0,Canon EOS 5D Mark IV 24-70mm L F2,https://galaxycamera.id/en/canon-eos-5d-mark-iv-24-70mm-l-f2.html,"Rp59.200.000,00",Canon Battery Grip BG-E20 for EOS 5D Mark IV,https://www.tokocamzone.com/Canon-BG-E20?search=kamera&page=2&limit=100,"Rp. 4,806,000"
15,430,148,0,Canon EOS 5D Mark IV Body,https://galaxycamera.id/en/canon-eos-5d-mark-iv-body.html,"Rp49.990.000,00",Canon Battery Grip BG-E20 for EOS 5D Mark IV,https://www.tokocamzone.com/Canon-BG-E20?search=kamera&page=2&limit=100,"Rp. 4,806,000"
16,245,149,0,Ulanzi UURig C-M6 Camera Cage For Canon EOS M6 Mark II,https://galaxycamera.id/en/ulanzi-uurig-c-m6-camera-cage-for-canon-eos-m6-mark-ii.html,"Rp599.000,00",Canon Battery Grip BG-E21 for EOS 6D Mark II,https://www.tokocamzone.com/Canon-Battery-Grip-BG-E21-for-EOS-6D-Mark-II?search=kamera&page=2&limit=100,"Rp. 3,046,000"
17,432,149,0,Canon EOS 6D Mark II Kit EF 24-105mm F/4 L IS II USM,https://galaxycamera.id/en/canon-eos-6d-mark-ii-fe-24-105mm-f4.html,"Rp40.750.000,00",Canon Battery Grip BG-E21 for EOS 6D Mark II,https://www.tokocamzone.com/Canon-Battery-Grip-BG-E21-for-EOS-6D-Mark-II?search=kamera&page=2&limit=100,"Rp. 3,046,000"
18,433,149,0,Canon EOS 6D Mark II Kit EF 24-70mm F/4 L IS USM,https://galaxycamera.id/en/canon-eos-6d-mark-ii-fe-24-70mm-f4.html,"Rp37.390.000,00",Canon Battery Grip BG-E21 for EOS 6D Mark II,https://www.tokocamzone.com/Canon-Battery-Grip-BG-E21-for-EOS-6D-Mark-II?search=kamera&page=2&limit=100,"Rp. 3,046,000"
19,542,149,0,Canon EOS 6D Mark II Body,https://galaxycamera.id/en/canon-eos-6d-mark-ii-body.html,"Rp26.390.000,00",Canon Battery Grip BG-E21 for EOS 6D Mark II,https://www.tokocamzone.com/Canon-Battery-Grip-BG-E21-for-EOS-6D-Mark-II?search=kamera&page=2&limit=100,"Rp. 3,046,000"
20,245,151,0,Ulanzi UURig C-M6 Camera Cage For Canon EOS M6 Mark II,https://galaxycamera.id/en/ulanzi-uurig-c-m6-camera-cage-for-canon-eos-m6-mark-ii.html,"Rp599.000,00",Canon Battery Grip BG-E6 for EOS 5D Mark II,https://www.tokocamzone.com/Canon-Battery-Grip-BG-E6-for-EOS-5D-Mark-II?search=kamera&page=2&limit=100,"Rp. 500,000 Rp. 350,000"
21,245,157,0,Ulanzi UURig C-M6 Camera Cage For Canon EOS M6 Mark II,https://galaxycamera.id/en/ulanzi-uurig-c-m6-camera-cage-for-canon-eos-m6-mark-ii.html,"Rp599.000,00",Canon Battery LP-E6N for EOS 7D Mark II / 7D / 5D Mark II / 5D Mark III / 60D / 60Da / 70D / 6D,https://www.tokocamzone.com/Canon-Battery-LP-E6N-for-EOS-7D-Mark-II-7D-5D-Mark-II-5D-Mark-III-60D-60Da-70D-6D?search=kamera&page=2&limit=100,"Rp. 1,345,000"
22,431,157,0,Canon EOS 7D Mark II Kit EF-S 18-135mm IS STM,https://galaxycamera.id/en/canon-eos-7d-mark-ii-18-135mm.html,"Rp30.455.000,00",Canon Battery LP-E6N for EOS 7D Mark II / 7D / 5D Mark II / 5D Mark III / 60D / 60Da / 70D / 6D,https://www.tokocamzone.com/Canon-Battery-LP-E6N-for-EOS-7D-Mark-II-7D-5D-Mark-II-5D-Mark-III-60D-60Da-70D-6D?search=kamera&page=2&limit=100,"Rp. 1,345,000"
23,432,157,0,Canon EOS 6D Mark II Kit EF 24-105mm F/4 L IS II USM,https://galaxycamera.id/en/canon-eos-6d-mark-ii-fe-24-105mm-f4.html,"Rp40.750.000,00",Canon Battery LP-E6N for EOS 7D Mark II / 7D / 5D Mark II / 5D Mark III / 60D / 60Da / 70D / 6D,https://www.tokocamzone.com/Canon-Battery-LP-E6N-for-EOS-7D-Mark-II-7D-5D-Mark-II-5D-Mark-III-60D-60Da-70D-6D?search=kamera&page=2&limit=100,"Rp. 1,345,000"
24,433,157,0,Canon EOS 6D Mark II Kit EF 24-70mm F/4 L IS USM,https://galaxycamera.id/en/canon-eos-6d-mark-ii-fe-24-70mm-f4.html,"Rp37.390.000,00",Canon Battery LP-E6N for EOS 7D Mark II / 7D / 5D Mark II / 5D Mark III / 60D / 60Da / 70D / 6D,https://www.tokocamzone.com/Canon-Battery-LP-E6N-for-EOS-7D-Mark-II-7D-5D-Mark-II-5D-Mark-III-60D-60Da-70D-6D?search=kamera&page=2&limit=100,"Rp. 1,345,000"
25,541,157,0,Canon EOS 7D Mark II Body,https://galaxycamera.id/en/canon-eos-7d-mark-ii-body.html,"Rp24.320.000,00",Canon Battery LP-E6N for EOS 7D Mark II / 7D / 5D Mark II / 5D Mark III / 60D / 60Da / 70D / 6D,https://www.tokocamzone.com/Canon-Battery-LP-E6N-for-EOS-7D-Mark-II-7D-5D-Mark-II-5D-Mark-III-60D-60Da-70D-6D?search=kamera&page=2&limit=100,"Rp. 1,345,000"
26,542,157,0,Canon EOS 6D Mark II Body,https://galaxycamera.id/en/canon-eos-6d-mark-ii-body.html,"Rp26.390.000,00",Canon Battery LP-E6N for EOS 7D Mark II / 7D / 5D Mark II / 5D Mark III / 60D / 60Da / 70D / 6D,https://www.tokocamzone.com/Canon-Battery-LP-E6N-for-EOS-7D-Mark-II-7D-5D-Mark-II-5D-Mark-III-60D-60Da-70D-6D?search=kamera&page=2&limit=100,"Rp. 1,345,000"
27,967,157,0,Canon EOS 5D Mark III 24-105mm,https://galaxycamera.id/en/canon-eos-5d-mark-iii-24-105mm.html,"Rp49.445.000,00",Canon Battery LP-E6N for EOS 7D Mark II / 7D / 5D Mark II / 5D Mark III / 60D / 60Da / 70D / 6D,https://www.tokocamzone.com/Canon-Battery-LP-E6N-for-EOS-7D-Mark-II-7D-5D-Mark-II-5D-Mark-III-60D-60Da-70D-6D?search=kamera&page=2&limit=100,"Rp. 1,345,000"
28,76,163,0,Ulanzi UURig C-G7XMarkIII Camera Cage For Canon G7X Mark III,https://galaxycamera.id/en/ulanzi-uurig-c-g7xmarkiii-camera-cage-for-canon-g7x-mark-iii.html,"Rp715.000,00",Canon Battery NB-13L for GX7/ G7X Mark II / G5X / SX720 / SX730 / G1X Mark III / G5X,https://www.tokocamzone.com/Canon-Battery-NB-13L-for-GX7?search=kamera&page=2&limit=100,"Rp. 650,000"
29,128,188,0,Canon EOS M6 Mark II Kit 18-150mm F/3.5-6.3 IS STM Silver,https://galaxycamera.id/en/canon-eos-m6-mark-ii-kit-18-150mm-silver.html,"Rp18.770.000,00",Canon Cinema EOS C300 Mark II Camcorder Body with Touch Focus Kit (EF Mount),https://www.tokocamzone.com/index.php?route=product/product&product_id=13340&search=kamera&page=2&limit=100,"Rp. 175,185,000"
30,129,188,0,Canon EOS M6 Mark II Kit 18-150mm F/3.5-6.3 IS STM Black,https://galaxycamera.id/en/canon-eos-m6-mark-ii-kit-18-150mm-black.html,"Rp18.770.000,00",Canon Cinema EOS C300 Mark II Camcorder Body with Touch Focus Kit (EF Mount),https://www.tokocamzone.com/index.php?route=product/product&product_id=13340&search=kamera&page=2&limit=100,"Rp. 175,185,000"
31,337,188,0,Canon EOS 200D Mark II Kit 18-55mm Silver,https://galaxycamera.id/en/canon-eos-200d-mark-ii-kit-18-55mm-silver.html,"Rp10.999.000,00",Canon Cinema EOS C300 Mark II Camcorder Body with Touch Focus Kit (EF Mount),https://www.tokocamzone.com/index.php?route=product/product&product_id=13340&search=kamera&page=2&limit=100,"Rp. 175,185,000"
32,417,188,0,Canon EOS M6 Mark II Kit EF-M 15-45mm IS STM Silver,https://galaxycamera.id/en/canon-eos-m6-mark-ii-silver-kit-15-45mm.html,"Rp14.200.000,00",Canon Cinema EOS C300 Mark II Camcorder Body with Touch Focus Kit (EF Mount),https://www.tokocamzone.com/index.php?route=product/product&product_id=13340&search=kamera&page=2&limit=100,"Rp. 175,185,000"
33,418,188,0,Canon EOS M6 Mark II Kit EF-M 15-45mm IS STM Black,https://galaxycamera.id/en/canon-eos-m6-mark-ii-black-kit-15-45mm.html,"Rp14.200.000,00",Canon Cinema EOS C300 Mark II Camcorder Body with Touch Focus Kit (EF Mount),https://www.tokocamzone.com/index.php?route=product/product&product_id=13340&search=kamera&page=2&limit=100,"Rp. 175,185,000"
34,425,188,0,Canon EOS 1DX Mark II Body,https://galaxycamera.id/en/canon-eos-1dx-mark-ii-body.html,"Rp85.685.000,00",Canon Cinema EOS C300 Mark II Camcorder Body with Touch Focus Kit (EF Mount),https://www.tokocamzone.com/index.php?route=product/product&product_id=13340&search=kamera&page=2&limit=100,"Rp. 175,185,000"
35,431,188,0,Canon EOS 7D Mark II Kit EF-S 18-135mm IS STM,https://galaxycamera.id/en/canon-eos-7d-mark-ii-18-135mm.html,"Rp30.455.000,00",Canon Cinema EOS C300 Mark II Camcorder Body with Touch Focus Kit (EF Mount),https://www.tokocamzone.com/index.php?route=product/product&product_id=13340&search=kamera&page=2&limit=100,"Rp. 175,185,000"
36,432,188,0,Canon EOS 6D Mark II Kit EF 24-105mm F/4 L IS II USM,https://galaxycamera.id/en/canon-eos-6d-mark-ii-fe-24-105mm-f4.html,"Rp40.750.000,00",Canon Cinema EOS C300 Mark II Camcorder Body with Touch Focus Kit (EF Mount),https://www.tokocamzone.com/index.php?route=product/product&product_id=13340&search=kamera&page=2&limit=100,"Rp. 175,185,000"
37,433,188,0,Canon EOS 6D Mark II Kit EF 24-70mm F/4 L IS USM,https://galaxycamera.id/en/canon-eos-6d-mark-ii-fe-24-70mm-f4.html,"Rp37.390.000,00",Canon Cinema EOS C300 Mark II Camcorder Body with Touch Focus Kit (EF Mount),https://www.tokocamzone.com/index.php?route=product/product&product_id=13340&search=kamera&page=2&limit=100,"Rp. 175,185,000"
38,494,188,0,Canon EOS 200D Mark II Kit 18-55mm White,https://galaxycamera.id/en/canon-eos-200d-mark-ii-kit-18-55mm-white.html,"Rp10.999.000,00",Canon Cinema EOS C300 Mark II Camcorder Body with Touch Focus Kit (EF Mount),https://www.tokocamzone.com/index.php?route=product/product&product_id=13340&search=kamera&page=2&limit=100,"Rp. 175,185,000"
39,541,188,0,Canon EOS 7D Mark II Body,https://galaxycamera.id/en/canon-eos-7d-mark-ii-body.html,"Rp24.320.000,00",Canon Cinema EOS C300 Mark II Camcorder Body with Touch Focus Kit (EF Mount),https://www.tokocamzone.com/index.php?route=product/product&product_id=13340&search=kamera&page=2&limit=100,"Rp. 175,185,000"
40,542,188,0,Canon EOS 6D Mark II Body,https://galaxycamera.id/en/canon-eos-6d-mark-ii-body.html,"Rp26.390.000,00",Canon Cinema EOS C300 Mark II Camcorder Body with Touch Focus Kit (EF Mount),https://www.tokocamzone.com/index.php?route=product/product&product_id=13340&search=kamera&page=2&limit=100,"Rp. 175,185,000"
41,543,188,0,Canon EOS 200D Mark II Kit 18-55mm Black,https://galaxycamera.id/en/canon-eos-200d-mark-ii-kit-18-55mm-black.html,"Rp10.999.000,00",Canon Cinema EOS C300 Mark II Camcorder Body with Touch Focus Kit (EF Mount),https://www.tokocamzone.com/index.php?route=product/product&product_id=13340&search=kamera&page=2&limit=100,"Rp. 175,185,000"
42,432,199,0,Canon EOS 6D Mark II Kit EF 24-105mm F/4 L IS II USM,https://galaxycamera.id/en/canon-eos-6d-mark-ii-fe-24-105mm-f4.html,"Rp40.750.000,00",Canon EF 70-200mm f/4L IS II USM,https://www.tokocamzone.com/Canon-EF-70-200mm-f-4L-IS-II-USM-Lens?search=kamera&page=2&limit=100,"Rp. 20,845,000"
43,433,199,0,Canon EOS 6D Mark II Kit EF 24-70mm F/4 L IS USM,https://galaxycamera.id/en/canon-eos-6d-mark-ii-fe-24-70mm-f4.html,"Rp37.390.000,00",Canon EF 70-200mm f/4L IS II USM,https://www.tokocamzone.com/Canon-EF-70-200mm-f-4L-IS-II-USM-Lens?search=kamera&page=2&limit=100,"Rp. 20,845,000"
44,944,199,0,Lensa Canon EF 70-300mm F/4-5.6 IS II USM,https://galaxycamera.id/en/lensa-canon-ef-70-300mm-f-4-5-6-is-ii-usm.html,"Rp7.950.000,00",Canon EF 70-200mm f/4L IS II USM,https://www.tokocamzone.com/Canon-EF-70-200mm-f-4L-IS-II-USM-Lens?search=kamera&page=2&limit=100,"Rp. 20,845,000"
45,1010,199,1,Lensa Canon EF 70-200mm F/4L USM,https://galaxycamera.id/en/lensa-canon-ef-70-200mm-f-4l-usm.html,"Rp20.845.000,00",Canon EF 70-200mm f/4L IS II USM,https://www.tokocamzone.com/Canon-EF-70-200mm-f-4L-IS-II-USM-Lens?search=kamera&page=2&limit=100,"Rp. 20,845,000"
46,66,200,1,Lensa Canon EF-M 32mm F/1.4 STM,https://galaxycamera.id/en/lensa-canon-ef-m-32mm-f-1-4-stm.html,"Rp7.645.000,00",Canon EF-M 32mm f/1.4 STM Lens (Promo Cashback Rp 300.000 s/d 30 November 2020),https://www.tokocamzone.com/Jual-Canon-EF-M-32mm-f-1-4-STM-Lens-Harga-Spesifikasi-Spesifications?search=kamera&page=2&limit=100,"Rp. 7,645,000"
47,56,201,0,Canon ET-63 Lens Hood For Lensa EF-S 55-250MM F4-5.6 IS STM,https://galaxycamera.id/en/canon-et-63-lens-hood-for-lensa-ef-s-55-250mm-f4-5-6-is-stm.html,"Rp290.000,00",Canon EF-S 18-55mm f/4-5.6 IS STM,https://www.tokocamzone.com/Jual-Harga-Murah-Sale-Hemat-Canon-EF-S-18-55mm-f-4-5-6-IS-STM-Asli-Original-Terpercaya-Spec-Spesifikasi-Specification-Indonesia-Jakarta-Jabodetabek-Bandung-Review-Foto-Deskripsi?search=kamera&page=3&limit=100,"Rp. 3,800,000"
48,157,201,0,Canon EOS 850D Kit EF-S 18-55mm F/4-5.6 IS STM,https://galaxycamera.id/en/canon-eos-850d-kit-ef-s-18-55mm.html,"Rp15.730.000,00",Canon EF-S 18-55mm f/4-5.6 IS STM,https://www.tokocamzone.com/Jual-Harga-Murah-Sale-Hemat-Canon-EF-S-18-55mm-f-4-5-6-IS-STM-Asli-Original-Terpercaya-Spec-Spesifikasi-Specification-Indonesia-Jakarta-Jabodetabek-Bandung-Review-Foto-Deskripsi?search=kamera&page=3&limit=100,"Rp. 3,800,000"
49,358,201,0,Canon EOS 90D Kit EF-S 18-55mm IS STM,https://galaxycamera.id/en/canon-eos-90d-kit-18-55mm.html,"Rp19.550.000,00",Canon EF-S 18-55mm f/4-5.6 IS STM,https://www.tokocamzone.com/Jual-Harga-Murah-Sale-Hemat-Canon-EF-S-18-55mm-f-4-5-6-IS-STM-Asli-Original-Terpercaya-Spec-Spesifikasi-Specification-Indonesia-Jakarta-Jabodetabek-Bandung-Review-Foto-Deskripsi?search=kamera&page=3&limit=100,"Rp. 3,800,000"
50,734,201,0,Canon EOS 80D Kit EF-S 18-55mm IS STM,https://galaxycamera.id/en/canon-eos-80d-kit-18-55mm-is-stm.html,"Rp17.950.000,00",Canon EF-S 18-55mm f/4-5.6 IS STM,https://www.tokocamzone.com/Jual-Harga-Murah-Sale-Hemat-Canon-EF-S-18-55mm-f-4-5-6-IS-STM-Asli-Original-Terpercaya-Spec-Spesifikasi-Specification-Indonesia-Jakarta-Jabodetabek-Bandung-Review-Foto-Deskripsi?search=kamera&page=3&limit=100,"Rp. 3,800,000"
51,735,201,0,Canon EOS 77D Kit EF-S 18-55mm IS STM,https://galaxycamera.id/en/canon-eos-77d-kit-18-55mm-is-stm.html,"Rp14.690.000,00",Canon EF-S 18-55mm f/4-5.6 IS STM,https://www.tokocamzone.com/Jual-Harga-Murah-Sale-Hemat-Canon-EF-S-18-55mm-f-4-5-6-IS-STM-Asli-Original-Terpercaya-Spec-Spesifikasi-Specification-Indonesia-Jakarta-Jabodetabek-Bandung-Review-Foto-Deskripsi?search=kamera&page=3&limit=100,"Rp. 3,800,000"
52,1071,201,1,Lensa Canon EF-S 55-250mm F/4-5.6 IS STM,https://galaxycamera.id/en/lensa-canon-ef-s-55-250mm-f-4-5-6-is-stm.html,"Rp3.780.000,00",Canon EF-S 18-55mm f/4-5.6 IS STM,https://www.tokocamzone.com/Jual-Harga-Murah-Sale-Hemat-Canon-EF-S-18-55mm-f-4-5-6-IS-STM-Asli-Original-Terpercaya-Spec-Spesifikasi-Specification-Indonesia-Jakarta-Jabodetabek-Bandung-Review-Foto-Deskripsi?search=kamera&page=3&limit=100,"Rp. 3,800,000"
53,1089,201,0,Canon EOS 800D Kit EF-S 18-55mm IS STM,https://galaxycamera.id/en/canon-eos-800d-kit-18-55mm-is-stm.html,"Rp12.250.000,00",Canon EF-S 18-55mm f/4-5.6 IS STM,https://www.tokocamzone.com/Jual-Harga-Murah-Sale-Hemat-Canon-EF-S-18-55mm-f-4-5-6-IS-STM-Asli-Original-Terpercaya-Spec-Spesifikasi-Specification-Indonesia-Jakarta-Jabodetabek-Bandung-Review-Foto-Deskripsi?search=kamera&page=3&limit=100,"Rp. 3,800,000"
54,157,202,0,Canon EOS 850D Kit EF-S 18-55mm F/4-5.6 IS STM,https://galaxycamera.id/en/canon-eos-850d-kit-ef-s-18-55mm.html,"Rp15.730.000,00",Canon EOS 1500D Kit EF-S 18-55mm II (Promo Cashback Rp 300.000 Periode s/d 30 November 2020),https://www.tokocamzone.com/Canon-EOS-1500D-Kit-EF-S-18-55mm-II?search=kamera&page=3&limit=100,"Rp. 6,680,000"
55,337,202,0,Canon EOS 200D Mark II Kit 18-55mm Silver,https://galaxycamera.id/en/canon-eos-200d-mark-ii-kit-18-55mm-silver.html,"Rp10.999.000,00",Canon EOS 1500D Kit EF-S 18-55mm II (Promo Cashback Rp 300.000 Periode s/d 30 November 2020),https://www.tokocamzone.com/Canon-EOS-1500D-Kit-EF-S-18-55mm-II?search=kamera&page=3&limit=100,"Rp. 6,680,000"
56,358,202,0,Canon EOS 90D Kit EF-S 18-55mm IS STM,https://galaxycamera.id/en/canon-eos-90d-kit-18-55mm.html,"Rp19.550.000,00",Canon EOS 1500D Kit EF-S 18-55mm II (Promo Cashback Rp 300.000 Periode s/d 30 November 2020),https://www.tokocamzone.com/Canon-EOS-1500D-Kit-EF-S-18-55mm-II?search=kamera&page=3&limit=100,"Rp. 6,680,000"
57,431,202,0,Canon EOS 7D Mark II Kit EF-S 18-135mm IS STM,https://galaxycamera.id/en/canon-eos-7d-mark-ii-18-135mm.html,"Rp30.455.000,00",Canon EOS 1500D Kit EF-S 18-55mm II (Promo Cashback Rp 300.000 Periode s/d 30 November 2020),https://www.tokocamzone.com/Canon-EOS-1500D-Kit-EF-S-18-55mm-II?search=kamera&page=3&limit=100,"Rp. 6,680,000"
58,494,202,0,Canon EOS 200D Mark II Kit 18-55mm White,https://galaxycamera.id/en/canon-eos-200d-mark-ii-kit-18-55mm-white.html,"Rp10.999.000,00",Canon EOS 1500D Kit EF-S 18-55mm II (Promo Cashback Rp 300.000 Periode s/d 30 November 2020),https://www.tokocamzone.com/Canon-EOS-1500D-Kit-EF-S-18-55mm-II?search=kamera&page=3&limit=100,"Rp. 6,680,000"
59,543,202,0,Canon EOS 200D Mark II Kit 18-55mm Black,https://galaxycamera.id/en/canon-eos-200d-mark-ii-kit-18-55mm-black.html,"Rp10.999.000,00",Canon EOS 1500D Kit EF-S 18-55mm II (Promo Cashback Rp 300.000 Periode s/d 30 November 2020),https://www.tokocamzone.com/Canon-EOS-1500D-Kit-EF-S-18-55mm-II?search=kamera&page=3&limit=100,"Rp. 6,680,000"
60,706,202,1,Canon EOS 1500D Kit EF-S 18-55mm IS II,https://galaxycamera.id/en/canon-eos-1500d-kit-18-55mm.html,"Rp6.680.000,00",Canon EOS 1500D Kit EF-S 18-55mm II (Promo Cashback Rp 300.000 Periode s/d 30 November 2020),https://www.tokocamzone.com/Canon-EOS-1500D-Kit-EF-S-18-55mm-II?search=kamera&page=3&limit=100,"Rp. 6,680,000"
61,708,202,0,Canon EOS 3000D Kit EF-S 18-55mm III,https://galaxycamera.id/en/canon-eos-3000d.html,"Rp5.290.000,00",Canon EOS 1500D Kit EF-S 18-55mm II (Promo Cashback Rp 300.000 Periode s/d 30 November 2020),https://www.tokocamzone.com/Canon-EOS-1500D-Kit-EF-S-18-55mm-II?search=kamera&page=3&limit=100,"Rp. 6,680,000"
62,734,202,0,Canon EOS 80D Kit EF-S 18-55mm IS STM,https://galaxycamera.id/en/canon-eos-80d-kit-18-55mm-is-stm.html,"Rp17.950.000,00",Canon EOS 1500D Kit EF-S 18-55mm II (Promo Cashback Rp 300.000 Periode s/d 30 November 2020),https://www.tokocamzone.com/Canon-EOS-1500D-Kit-EF-S-18-55mm-II?search=kamera&page=3&limit=100,"Rp. 6,680,000"
63,735,202,0,Canon EOS 77D Kit EF-S 18-55mm IS STM,https://galaxycamera.id/en/canon-eos-77d-kit-18-55mm-is-stm.html,"Rp14.690.000,00",Canon EOS 1500D Kit EF-S 18-55mm II (Promo Cashback Rp 300.000 Periode s/d 30 November 2020),https://www.tokocamzone.com/Canon-EOS-1500D-Kit-EF-S-18-55mm-II?search=kamera&page=3&limit=100,"Rp. 6,680,000"
